timestamp,equipment_tag,sensor_tag,value,measurement_type,unit,label,is_anomaly
2025-01-01T00:16:30,E-201,PT-201E,23.2799,pressure,barg,pre_failure,1
2025-01-01T00:16:30,E-201,PDT-201,0.8685,pressure,bar,pre_failure,1
2025-01-01T00:17:00,E-201,TT-201HI,78.145,temperature,°C,pre_failure,1
2025-01-01T00:17:00,E-201,TT-201HO,49.5662,temperature,°C,pre_failure,1
2025-01-01T00:17:00,E-201,TT-201CI,21.332,temperature,°C,pre_failure,1
2025-01-01T00:17:00,E-201,TT-201CO,34.9386,temperature,°C,pre_failure,1
2025-01-01T00:17:00,E-201,PT-201E,24.4054,pressure,barg,pre_failure,1
2025-01-01T00:17:00,E-201,PDT-201,0.7678,pressure,bar,pre_failure,1
2025-01-01T00:17:30,E-201,TT-201HI,77.8301,temperature,°C,pre_failure,1
2025-01-01T00:17:30,E-201,TT-201HO,49.581,temperature,°C,pre_failure,1
2025-01-01T00:17:30,E-201,TT-201CI,22.4392,temperature,°C,pre_failure,1
2025-01-01T00:17:30,E-201,TT-201CO,35.9319,temperature,°C,pre_failure,1
2025-01-01T00:17:30,E-201,PT-201E,24.4217,pressure,barg,pre_failure,1
2025-01-01T00:17:30,E-201,PDT-201,0.8288,pressure,bar,pre_failure,1
2025-01-01T00:18:00,E-201,TT-201HI,75.4852,temperature,°C,pre_failure,1
2025-01-01T00:18:00,E-201,TT-201HO,48.4198,temperature,°C,pre_failure,1
2025-01-01T00:18:00,E-201,TT-201CI,21.7303,temperature,°C,pre_failure,1
2025-01-01T00:18:00,E-201,TT-201CO,34.7672,temperature,°C,pre_failure,1
2025-01-01T00:18:00,E-201,PT-201E,25.0918,pressure,barg,pre_failure,1
2025-01-01T00:18:00,E-201,PDT-201,0.8198,pressure,bar,pre_failure,1
2025-01-01T00:18:30,E-201,TT-201HI,78.4389,temperature,°C,pre_failure,1
2025-01-01T00:18:30,E-201,TT-201HO,49.7395,temperature,°C,pre_failure,1
2025-01-01T00:18:30,E-201,TT-201CI,21.2885,temperature,°C,pre_failure,1
2025-01-01T00:18:30,E-201,TT-201CO,35.6249,temperature,°C,pre_failure,1
2025-01-01T00:18:30,E-201,PT-201E,24.439,pressure,barg,pre_failure,1
2025-01-01T00:18:30,E-201,PDT-201,0.7929,pressure,bar,pre_failure,1
2025-01-01T00:19:00,E-201,TT-201HI,81.859,temperature,°C,pre_failure,1
2025-01-01T00:19:00,E-201,TT-201HO,52.5266,temperature,°C,pre_failure,1
2025-01-01T00:19:00,E-201,TT-201CI,21.9063,temperature,°C,pre_failure,1
2025-01-01T00:19:00,E-201,TT-201CO,36.7178,temperature,°C,pre_failure,1
2025-01-01T00:19:00,E-201,PT-201E,23.7057,pressure,barg,pre_failure,1
2025-01-01T00:19:00,E-201,PDT-201,0.9326,pressure,bar,pre_failure,1
2025-01-01T00:19:30,E-201,TT-201HI,80.8847,temperature,°C,pre_failure,1
2025-01-01T00:19:30,E-201,TT-201HO,51.8651,temperature,°C,pre_failure,1
2025-01-01T00:19:30,E-201,TT-201CI,20.9994,temperature,°C,pre_failure,1
2025-01-01T00:19:30,E-201,TT-201CO,34.9621,temperature,°C,pre_failure,1
2025-01-01T00:19:30,E-201,PT-201E,24.7056,pressure,barg,pre_failure,1
2025-01-01T00:19:30,E-201,PDT-201,0.7512,pressure,bar,pre_failure,1
2025-01-01T00:20:00,E-201,TT-201HI,80.2549,temperature,°C,pre_failure,1
2025-01-01T00:20:00,E-201,TT-201HO,50.6258,temperature,°C,pre_failure,1
2025-01-01T00:20:00,E-201,TT-201CI,22.6785,temperature,°C,pre_failure,1
2025-01-01T00:20:00,E-201,TT-201CO,36.3062,temperature,°C,pre_failure,1
2025-01-01T00:20:00,E-201,PT-201E,25.309,pressure,barg,pre_failure,1
2025-01-01T00:20:00,E-201,PDT-201,0.7703,pressure,bar,pre_failure,1
2025-01-01T00:20:30,E-201,TT-201HI,86.6142,temperature,°C,pre_failure,1
2025-01-01T00:20:30,E-201,TT-201HO,53.9645,temperature,°C,pre_failure,1
2025-01-01T00:20:30,E-201,TT-201CI,21.5433,temperature,°C,pre_failure,1
2025-01-01T00:20:30,E-201,TT-201CO,36.9611,temperature,°C,pre_failure,1
2025-01-01T00:20:30,E-201,PT-201E,26.089,pressure,barg,pre_failure,1
2025-01-01T00:20:30,E-201,PDT-201,1.0114,pressure,bar,pre_failure,1
2025-01-01T00:21:00,E-201,TT-201HI,82.2975,temperature,°C,pre_failure,1
2025-01-01T00:21:00,E-201,TT-201HO,52.6744,temperature,°C,pre_failure,1
2025-01-01T00:21:00,E-201,TT-201CI,22.1765,temperature,°C,pre_failure,1
2025-01-01T00:21:00,E-201,TT-201CO,36.1645,temperature,°C,pre_failure,1
2025-01-01T00:21:00,E-201,PT-201E,24.9481,pressure,barg,pre_failure,1
2025-01-01T00:21:00,E-201,PDT-201,0.7179,pressure,bar,pre_failure,1
2025-01-01T00:21:30,E-201,TT-201HI,82.6824,temperature,°C,pre_failure,1
2025-01-01T00:21:30,E-201,TT-201HO,51.2164,temperature,°C,pre_failure,1
2025-01-01T00:21:30,E-201,TT-201CI,22.9124,temperature,°C,pre_failure,1
2025-01-01T00:21:30,E-201,TT-201CO,38.1077,temperature,°C,pre_failure,1
2025-01-01T00:21:30,E-201,PT-201E,25.1688,pressure,barg,pre_failure,1
2025-01-01T00:21:30,E-201,PDT-201,0.8706,pressure,bar,pre_failure,1
2025-01-01T00:22:00,E-201,TT-201HI,79.4713,temperature,°C,pre_failure,1
2025-01-01T00:22:00,E-201,TT-201HO,50.6448,temperature,°C,pre_failure,1
2025-01-01T00:22:00,E-201,TT-201CI,21.2535,temperature,°C,pre_failure,1
2025-01-01T00:22:00,E-201,TT-201CO,34.5867,temperature,°C,pre_failure,1
2025-01-01T00:22:00,E-201,PT-201E,26.4074,pressure,barg,pre_failure,1
2025-01-01T00:22:00,E-201,PDT-201,0.9105,pressure,bar,pre_failure,1
2025-01-01T00:22:30,E-201,TT-201HI,80.8763,temperature,°C,pre_failure,1
2025-01-01T00:22:30,E-201,TT-201HO,52.0143,temperature,°C,pre_failure,1
2025-01-01T00:22:30,E-201,TT-201CI,22.9489,temperature,°C,pre_failure,1
2025-01-01T00:22:30,E-201,TT-201CO,35.7669,temperature,°C,pre_failure,1
2025-01-01T00:22:30,E-201,PT-201E,24.7545,pressure,barg,pre_failure,1
2025-01-01T00:22:30,E-201,PDT-201,0.8024,pressure,bar,pre_failure,1
2025-01-01T00:23:00,E-201,TT-201HI,82.7132,temperature,°C,pre_failure,1
2025-01-01T00:23:00,E-201,TT-201HO,51.2126,temperature,°C,pre_failure,1
2025-01-01T00:23:00,E-201,TT-201CI,21.9567,temperature,°C,pre_failure,1
2025-01-01T00:23:00,E-201,TT-201CO,36.685,temperature,°C,pre_failure,1
2025-01-01T00:23:00,E-201,PT-201E,23.8554,pressure,barg,pre_failure,1
2025-01-01T00:23:00,E-201,PDT-201,0.8224,pressure,bar,pre_failure,1
2025-01-01T00:23:30,E-201,TT-201HI,81.4412,temperature,°C,pre_failure,1
2025-01-01T00:23:30,E-201,TT-201HO,50.6926,temperature,°C,pre_failure,1
2025-01-01T00:23:30,E-201,TT-201CI,21.9034,temperature,°C,pre_failure,1
2025-01-01T00:23:30,E-201,TT-201CO,37.2377,temperature,°C,pre_failure,1
2025-01-01T00:23:30,E-201,PT-201E,24.9021,pressure,barg,pre_failure,1
2025-01-01T00:23:30,E-201,PDT-201,0.8664,pressure,bar,pre_failure,1
2025-01-01T00:24:00,E-201,TT-201HI,84.5712,temperature,°C,pre_failure,1
2025-01-01T00:24:00,E-201,TT-201HO,51.0819,temperature,°C,pre_failure,1
2025-01-01T00:24:00,E-201,TT-201CI,22.1503,temperature,°C,pre_failure,1
2025-01-01T00:24:00,E-201,TT-201CO,38.1622,temperature,°C,pre_failure,1
2025-01-01T00:24:00,E-201,PT-201E,25.0718,pressure,barg,pre_failure,1
2025-01-01T00:24:00,E-201,PDT-201,0.8738,pressure,bar,pre_failure,1
2025-01-01T00:24:30,E-201,TT-201HI,74.8108,temperature,°C,pre_failure,1
2025-01-01T00:24:30,E-201,TT-201HO,47.754,temperature,°C,pre_failure,1
2025-01-01T00:24:30,E-201,TT-201CI,22.7494,temperature,°C,pre_failure,1
2025-01-01T00:24:30,E-201,TT-201CO,35.4092,temperature,°C,pre_failure,1
2025-01-01T00:24:30,E-201,PT-201E,23.6275,pressure,barg,pre_failure,1
2025-01-01T00:24:30,E-201,PDT-201,0.8928,pressure,bar,pre_failure,1
2025-01-01T00:25:00,E-201,TT-201HI,78.2453,temperature,°C,pre_failure,1
2025-01-01T00:25:00,E-201,TT-201HO,50.4108,temperature,°C,pre_failure,1
2025-01-01T00:25:00,E-201,TT-201CI,22.8738,temperature,°C,pre_failure,1
2025-01-01T00:25:00,E-201,TT-201CO,35.9999,temperature,°C,pre_failure,1
2025-01-01T00:25:00,E-201,PT-201E,24.1018,pressure,barg,pre_failure,1
2025-01-01T00:25:00,E-201,PDT-201,0.84,pressure,bar,pre_failure,1
2025-01-01T00:25:30,E-201,TT-201HI,78.7512,temperature,°C,pre_failure,1
2025-01-01T00:25:30,E-201,TT-201HO,49.8675,temperature,°C,pre_failure,1
2025-01-01T00:25:30,E-201,TT-201CI,21.7223,temperature,°C,pre_failure,1
2025-01-01T00:25:30,E-201,TT-201CO,35.6096,temperature,°C,pre_failure,1
2025-01-01T00:25:30,E-201,PT-201E,24.6463,pressure,barg,pre_failure,1
2025-01-01T00:25:30,E-201,PDT-201,0.7184,pressure,bar,pre_failure,1
2025-01-01T00:26:00,E-201,TT-201HI,74.9467,temperature,°C,pre_failure,1
2025-01-01T00:26:00,E-201,TT-201HO,47.3068,temperature,°C,pre_failure,1
2025-01-01T00:26:00,E-201,TT-201CI,22.183,temperature,°C,pre_failure,1
2025-01-01T00:26:00,E-201,TT-201CO,34.6789,temperature,°C,pre_failure,1
2025-01-01T00:26:00,E-201,PT-201E,24.5283,pressure,barg,pre_failure,1
2025-01-01T00:26:00,E-201,PDT-201,0.7649,pressure,bar,pre_failure,1
2025-01-01T00:26:30,E-201,TT-201HI,82.6183,temperature,°C,pre_failure,1
2025-01-01T00:26:30,E-201,TT-201HO,51.3868,temperature,°C,pre_failure,1
2025-01-01T00:26:30,E-201,TT-201CI,20.8836,temperature,°C,pre_failure,1
2025-01-01T00:26:30,E-201,TT-201CO,36.7928,temperature,°C,pre_failure,1
2025-01-01T00:26:30,E-201,PT-201E,24.5872,pressure,barg,pre_failure,1
2025-01-01T00:26:30,E-201,PDT-201,0.8937,pressure,bar,pre_failure,1
2025-01-01T00:27:00,E-201,TT-201HI,82.9146,temperature,°C,pre_failure,1
2025-01-01T00:27:00,E-201,TT-201HO,51.4281,temperature,°C,pre_failure,1
2025-01-01T00:27:00,E-201,TT-201CI,22.9924,temperature,°C,pre_failure,1
2025-01-01T00:27:00,E-201,TT-201CO,38.1025,temperature,°C,pre_failure,1
2025-01-01T00:27:00,E-201,PT-201E,23.8231,pressure,barg,pre_failure,1
2025-01-01T00:27:00,E-201,PDT-201,0.9674,pressure,bar,pre_failure,1
2025-01-01T00:27:30,E-201,TT-201HI,81.8628,temperature,°C,pre_failure,1
2025-01-01T00:27:30,E-201,TT-201HO,52.1793,temperature,°C,pre_failure,1
2025-01-01T00:27:30,E-201,TT-201CI,23.0103,temperature,°C,pre_failure,1
2025-01-01T00:27:30,E-201,TT-201CO,35.7964,temperature,°C,pre_failure,1
2025-01-01T00:27:30,E-201,PT-201E,25.3818,pressure,barg,pre_failure,1
2025-01-01T00:27:30,E-201,PDT-201,0.9773,pressure,bar,pre_failure,1
2025-01-01T00:28:00,E-201,TT-201HI,78.7485,temperature,°C,pre_failure,1
2025-01-01T00:28:00,E-201,TT-201HO,48.6367,temperature,°C,pre_failure,1
2025-01-01T00:28:00,E-201,TT-201CI,21.8492,temperature,°C,pre_failure,1
2025-01-01T00:28:00,E-201,TT-201CO,36.1727,temperature,°C,pre_failure,1
2025-01-01T00:28:00,E-201,PT-201E,24.1694,pressure,barg,pre_failure,1
2025-01-01T00:28:00,E-201,PDT-201,0.8698,pressure,bar,pre_failure,1
2025-01-01T00:28:30,E-201,TT-201HI,82.3604,temperature,°C,pre_failure,1
2025-01-01T00:28:30,E-201,TT-201HO,51.0111,temperature,°C,pre_failure,1
2025-01-01T00:28:30,E-201,TT-201CI,23.64,temperature,°C,pre_failure,1
2025-01-01T00:28:30,E-201,TT-201CO,37.0091,temperature,°C,pre_failure,1
2025-01-01T00:28:30,E-201,PT-201E,25.0276,pressure,barg,pre_failure,1
2025-01-01T00:28:30,E-201,PDT-201,0.9226,pressure,bar,pre_failure,1
2025-01-01T00:29:00,E-201,TT-201HI,82.6688,temperature,°C,pre_failure,1
2025-01-01T00:29:00,E-201,TT-201HO,52.2377,temperature,°C,pre_failure,1
2025-01-01T00:29:00,E-201,TT-201CI,22.5843,temperature,°C,pre_failure,1
2025-01-01T00:29:00,E-201,TT-201CO,36.2793,temperature,°C,pre_failure,1
2025-01-01T00:29:00,E-201,PT-201E,24.0806,pressure,barg,pre_failure,1
2025-01-01T00:29:00,E-201,PDT-201,0.7252,pressure,bar,pre_failure,1
2025-01-01T00:29:30,E-201,TT-201HI,82.7283,temperature,°C,pre_failure,1
2025-01-01T00:29:30,E-201,TT-201HO,51.7839,temperature,°C,pre_failure,1
2025-01-01T00:29:30,E-201,TT-201CI,23.0759,temperature,°C,pre_failure,1
2025-01-01T00:29:30,E-201,TT-201CO,37.6511,temperature,°C,pre_failure,1
2025-01-01T00:29:30,E-201,PT-201E,24.5117,pressure,barg,pre_failure,1
2025-01-01T00:29:30,E-201,PDT-201,0.9182,pressure,bar,pre_failure,1
2025-01-01T00:30:00,E-201,TT-201HI,80.2873,temperature,°C,pre_failure,1
2025-01-01T00:30:00,E-201,TT-201HO,50.1391,temperature,°C,pre_failure,1
2025-01-01T00:30:00,E-201,TT-201CI,21.4009,temperature,°C,pre_failure,1
2025-01-01T00:30:00,E-201,TT-201CO,35.5249,temperature,°C,pre_failure,1
2025-01-01T00:30:00,E-201,PT-201E,25.5041,pressure,barg,pre_failure,1
2025-01-01T00:30:00,E-201,PDT-201,0.8268,pressure,bar,pre_failure,1
2025-01-01T00:30:30,E-201,TT-201HI,76.4779,temperature,°C,pre_failure,1
2025-01-01T00:30:30,E-201,TT-201HO,49.0721,temperature,°C,pre_failure,1
2025-01-01T00:30:30,E-201,TT-201CI,21.9249,temperature,°C,pre_failure,1
2025-01-01T00:30:30,E-201,TT-201CO,35.2657,temperature,°C,pre_failure,1
2025-01-01T00:30:30,E-201,PT-201E,24.1638,pressure,barg,pre_failure,1
2025-01-01T00:30:30,E-201,PDT-201,0.8687,pressure,bar,pre_failure,1
2025-01-01T00:31:00,E-201,TT-201HI,75.6767,temperature,°C,pre_failure,1
2025-01-01T00:31:00,E-201,TT-201HO,47.8599,temperature,°C,pre_failure,1
2025-01-01T00:31:00,E-201,TT-201CI,22.9159,temperature,°C,pre_failure,1
2025-01-01T00:31:00,E-201,TT-201CO,36.6798,temperature,°C,pre_failure,1
2025-01-01T00:31:00,E-201,PT-201E,25.1117,pressure,barg,pre_failure,1
2025-01-01T00:31:00,E-201,PDT-201,0.8665,pressure,bar,pre_failure,1
2025-01-01T00:31:30,E-201,TT-201HI,74.818,temperature,°C,pre_failure,1
2025-01-01T00:31:30,E-201,TT-201HO,48.3845,temperature,°C,pre_failure,1
2025-01-01T00:31:30,E-201,TT-201CI,21.6798,temperature,°C,pre_failure,1
2025-01-01T00:31:30,E-201,TT-201CO,34.9377,temperature,°C,pre_failure,1
2025-01-01T00:31:30,E-201,PT-201E,25.0642,pressure,barg,pre_failure,1
2025-01-01T00:31:30,E-201,PDT-201,0.8295,pressure,bar,pre_failure,1
2025-01-01T00:32:00,E-201,TT-201HI,79.8882,temperature,°C,pre_failure,1
2025-01-01T00:32:00,E-201,TT-201HO,51.7615,temperature,°C,pre_failure,1
2025-01-01T00:32:00,E-201,TT-201CI,23.5304,temperature,°C,pre_failure,1
2025-01-01T00:32:00,E-201,TT-201CO,36.3981,temperature,°C,pre_failure,1
2025-01-01T00:32:00,E-201,PT-201E,24.9041,pressure,barg,pre_failure,1
2025-01-01T00:32:00,E-201,PDT-201,0.8342,pressure,bar,pre_failure,1
2025-01-01T00:32:30,E-201,TT-201HI,77.1409,temperature,°C,pre_failure,1
2025-01-01T00:32:30,E-201,TT-201HO,48.7693,temperature,°C,pre_failure,1
2025-01-01T00:32:30,E-201,TT-201CI,21.38,temperature,°C,pre_failure,1
2025-01-01T00:32:30,E-201,TT-201CO,35.3621,temperature,°C,pre_failure,1
2025-01-01T00:32:30,E-201,PT-201E,24.6991,pressure,barg,pre_failure,1
2025-01-01T00:32:30,E-201,PDT-201,0.8247,pressure,bar,pre_failure,1
2025-01-01T00:33:00,E-201,TT-201HI,84.8164,temperature,°C,pre_failure,1
2025-01-01T00:33:00,E-201,TT-201HO,53.561,temperature,°C,pre_failure,1
2025-01-01T00:33:00,E-201,TT-201CI,22.9818,temperature,°C,pre_failure,1
2025-01-01T00:33:00,E-201,TT-201CO,37.3962,temperature,°C,pre_failure,1
2025-01-01T00:33:00,E-201,PT-201E,24.912,pressure,barg,pre_failure,1
2025-01-01T00:33:00,E-201,PDT-201,0.8543,pressure,bar,pre_failure,1
2025-01-01T00:33:30,E-201,TT-201HI,80.8688,temperature,°C,pre_failure,1
2025-01-01T00:33:30,E-201,TT-201HO,51.3156,temperature,°C,pre_failure,1
2025-01-01T00:33:30,E-201,TT-201CI,21.4932,temperature,°C,pre_failure,1
2025-01-01T00:33:30,E-201,TT-201CO,34.8502,temperature,°C,pre_failure,1
2025-01-01T00:33:30,E-201,PT-201E,26.5859,pressure,barg,pre_failure,1
2025-01-01T00:33:30,E-201,PDT-201,0.9089,pressure,bar,pre_failure,1
2025-01-01T00:34:00,E-201,TT-201HI,79.002,temperature,°C,pre_failure,1
2025-01-01T00:34:00,E-201,TT-201HO,49.4567,temperature,°C,pre_failure,1
2025-01-01T00:34:00,E-201,TT-201CI,21.9162,temperature,°C,pre_failure,1
2025-01-01T00:34:00,E-201,TT-201CO,36.2534,temperature,°C,pre_failure,1
2025-01-01T00:34:00,E-201,PT-201E,25.4198,pressure,barg,pre_failure,1
2025-01-01T00:34:00,E-201,PDT-201,0.9229,pressure,bar,pre_failure,1
2025-01-01T00:34:30,E-201,TT-201HI,82.4134,temperature,°C,pre_failure,1
2025-01-01T00:34:30,E-201,TT-201HO,52.7709,temperature,°C,pre_failure,1
2025-01-01T00:34:30,E-201,TT-201CI,21.2241,temperature,°C,pre_failure,1
2025-01-01T00:34:30,E-201,TT-201CO,35.3586,temperature,°C,pre_failure,1
2025-01-01T00:34:30,E-201,PT-201E,25.1974,pressure,barg,pre_failure,1
2025-01-01T00:34:30,E-201,PDT-201,0.8376,pressure,bar,pre_failure,1
2025-01-01T00:35:00,E-201,TT-201HI,80.4111,temperature,°C,pre_failure,1
2025-01-01T00:35:00,E-201,TT-201HO,50.2196,temperature,°C,pre_failure,1
2025-01-01T00:35:00,E-201,TT-201CI,21.5578,temperature,°C,pre_failure,1
2025-01-01T00:35:00,E-201,TT-201CO,35.7399,temperature,°C,pre_failure,1
2025-01-01T00:35:00,E-201,PT-201E,25.4842,pressure,barg,pre_failure,1
2025-01-01T00:35:00,E-201,PDT-201,0.8798,pressure,bar,pre_failure,1
2025-01-01T00:35:30,E-201,TT-201HI,74.8767,temperature,°C,pre_failure,1
2025-01-01T00:35:30,E-201,TT-201HO,47.4171,temperature,°C,pre_failure,1
2025-01-01T00:35:30,E-201,TT-201CI,23.2421,temperature,°C,pre_failure,1
2025-01-01T00:35:30,E-201,TT-201CO,37.1016,temperature,°C,pre_failure,1
2025-01-01T00:35:30,E-201,PT-201E,24.8147,pressure,barg,pre_failure,1
2025-01-01T00:35:30,E-201,PDT-201,0.8686,pressure,bar,pre_failure,1
2025-01-01T00:36:00,E-201,TT-201HI,73.2796,temperature,°C,pre_failure,1
2025-01-01T00:36:00,E-201,TT-201HO,46.7179,temperature,°C,pre_failure,1
2025-01-01T00:36:00,E-201,TT-201CI,21.3983,temperature,°C,pre_failure,1
2025-01-01T00:36:00,E-201,TT-201CO,34.1745,temperature,°C,pre_failure,1
2025-01-01T00:36:00,E-201,PT-201E,25.1221,pressure,barg,pre_failure,1
2025-01-01T00:36:00,E-201,PDT-201,1.0414,pressure,bar,pre_failure,1
2025-01-01T00:36:30,E-201,TT-201HI,76.6496,temperature,°C,pre_failure,1
2025-01-01T00:36:30,E-201,TT-201HO,48.3851,temperature,°C,pre_failure,1
2025-01-01T00:36:30,E-201,TT-201CI,20.8285,temperature,°C,pre_failure,1
2025-01-01T00:36:30,E-201,TT-201CO,34.8573,temperature,°C,pre_failure,1
2025-01-01T00:36:30,E-201,PT-201E,25.8791,pressure,barg,pre_failure,1
2025-01-01T00:36:30,E-201,PDT-201,0.7695,pressure,bar,pre_failure,1
2025-01-01T00:37:00,E-201,TT-201HI,77.5708,temperature,°C,pre_failure,1
2025-01-01T00:37:00,E-201,TT-201HO,50.7273,temperature,°C,pre_failure,1
2025-01-01T00:37:00,E-201,TT-201CI,22.7423,temperature,°C,pre_failure,1
2025-01-01T00:37:00,E-201,TT-201CO,35.1186,temperature,°C,pre_failure,1
2025-01-01T00:37:00,E-201,PT-201E,24.8322,pressure,barg,pre_failure,1
2025-01-01T00:37:00,E-201,PDT-201,1.0138,pressure,bar,pre_failure,1
2025-01-01T00:37:30,E-201,TT-201HI,81.9015,temperature,°C,pre_failure,1
2025-01-01T00:37:30,E-201,TT-201HO,52.1938,temperature,°C,pre_failure,1
2025-01-01T00:37:30,E-201,TT-201CI,22.5157,temperature,°C,pre_failure,1
2025-01-01T00:37:30,E-201,TT-201CO,36.2635,temperature,°C,pre_failure,1
2025-01-01T00:37:30,E-201,PT-201E,24.1819,pressure,barg,pre_failure,1
2025-01-01T00:37:30,E-201,PDT-201,0.9494,pressure,bar,pre_failure,1
2025-01-01T00:38:00,E-201,TT-201HI,80.6139,temperature,°C,pre_failure,1
2025-01-01T00:38:00,E-201,TT-201HO,52.1278,temperature,°C,pre_failure,1
2025-01-01T00:38:00,E-201,TT-201CI,23.0789,temperature,°C,pre_failure,1
2025-01-01T00:38:00,E-201,TT-201CO,36.1973,temperature,°C,pre_failure,1
2025-01-01T00:38:00,E-201,PT-201E,24.22,pressure,barg,pre_failure,1
2025-01-01T00:38:00,E-201,PDT-201,0.8876,pressure,bar,pre_failure,1
2025-01-01T00:38:30,E-201,TT-201HI,81.6856,temperature,°C,pre_failure,1
2025-01-01T00:38:30,E-201,TT-201HO,52.2224,temperature,°C,pre_failure,1
2025-01-01T00:38:30,E-201,TT-201CI,22.9705,temperature,°C,pre_failure,1
2025-01-01T00:38:30,E-201,TT-201CO,37.1118,temperature,°C,pre_failure,1
2025-01-01T00:38:30,E-201,PT-201E,24.7585,pressure,barg,pre_failure,1
2025-01-01T00:38:30,E-201,PDT-201,0.8777,pressure,bar,pre_failure,1
2025-01-01T00:39:00,E-201,TT-201HI,81.3436,temperature,°C,pre_failure,1
2025-01-01T00:39:00,E-201,TT-201HO,49.5267,temperature,°C,pre_failure,1
2025-01-01T00:39:00,E-201,TT-201CI,20.6409,temperature,°C,pre_failure,1
2025-01-01T00:39:00,E-201,TT-201CO,36.1602,temperature,°C,pre_failure,1
2025-01-01T00:39:00,E-201,PT-201E,25.2236,pressure,barg,pre_failure,1
2025-01-01T00:39:00,E-201,PDT-201,0.8958,pressure,bar,pre_failure,1
2025-01-01T00:39:30,E-201,TT-201HI,81.3211,temperature,°C,pre_failure,1
2025-01-01T00:39:30,E-201,TT-201HO,51.4733,temperature,°C,pre_failure,1
2025-01-01T00:39:30,E-201,TT-201CI,21.2839,temperature,°C,pre_failure,1
2025-01-01T00:39:30,E-201,TT-201CO,35.7329,temperature,°C,pre_failure,1
2025-01-01T00:39:30,E-201,PT-201E,25.488,pressure,barg,pre_failure,1
2025-01-01T00:39:30,E-201,PDT-201,0.9392,pressure,bar,pre_failure,1
2025-01-01T00:40:00,E-201,TT-201HI,81.1242,temperature,°C,pre_failure,1
2025-01-01T00:40:00,E-201,TT-201HO,50.0329,temperature,°C,pre_failure,1
2025-01-01T00:40:00,E-201,TT-201CI,20.6318,temperature,°C,pre_failure,1
2025-01-01T00:40:00,E-201,TT-201CO,35.9301,temperature,°C,pre_failure,1
2025-01-01T00:40:00,E-201,PT-201E,25.3923,pressure,barg,pre_failure,1
2025-01-01T00:40:00,E-201,PDT-201,0.9579,pressure,bar,pre_failure,1
2025-01-01T00:40:30,E-201,TT-201HI,78.1602,temperature,°C,pre_failure,1
2025-01-01T00:40:30,E-201,TT-201HO,49.5217,temperature,°C,pre_failure,1
2025-01-01T00:40:30,E-201,TT-201CI,21.8631,temperature,°C,pre_failure,1
2025-01-01T00:40:30,E-201,TT-201CO,36.4096,temperature,°C,pre_failure,1
2025-01-01T00:40:30,E-201,PT-201E,26.3651,pressure,barg,pre_failure,1
2025-01-01T00:40:30,E-201,PDT-201,1.0751,pressure,bar,pre_failure,1
2025-01-01T00:41:00,E-201,TT-201HI,81.0942,temperature,°C,pre_failure,1
2025-01-01T00:41:00,E-201,TT-201HO,50.9548,temperature,°C,pre_failure,1
2025-01-01T00:41:00,E-201,TT-201CI,22.6254,temperature,°C,pre_failure,1
2025-01-01T00:41:00,E-201,TT-201CO,37.0626,temperature,°C,pre_failure,1
2025-01-01T00:41:00,E-201,PT-201E,24.8898,pressure,barg,pre_failure,1
2025-01-01T00:41:00,E-201,PDT-201,0.8591,pressure,bar,pre_failure,1
2025-01-01T00:41:30,E-201,TT-201HI,80.85,temperature,°C,pre_failure,1
2025-01-01T00:41:30,E-201,TT-201HO,50.9035,temperature,°C,pre_failure,1
2025-01-01T00:41:30,E-201,TT-201CI,22.2398,temperature,°C,pre_failure,1
2025-01-01T00:41:30,E-201,TT-201CO,36.7183,temperature,°C,pre_failure,1
2025-01-01T00:41:30,E-201,PT-201E,25.7287,pressure,barg,pre_failure,1
2025-01-01T00:41:30,E-201,PDT-201,0.783,pressure,bar,pre_failure,1
2025-01-01T00:42:00,E-201,TT-201HI,74.6953,temperature,°C,pre_failure,1
2025-01-01T00:42:00,E-201,TT-201HO,48.6092,temperature,°C,pre_failure,1
2025-01-01T00:42:00,E-201,TT-201CI,21.8262,temperature,°C,pre_failure,1
2025-01-01T00:42:00,E-201,TT-201CO,34.6287,temperature,°C,pre_failure,1
2025-01-01T00:42:00,E-201,PT-201E,25.4606,pressure,barg,pre_failure,1
2025-01-01T00:42:00,E-201,PDT-201,0.9593,pressure,bar,pre_failure,1
2025-01-01T00:42:30,E-201,TT-201HI,82.7674,temperature,°C,pre_failure,1
2025-01-01T00:42:30,E-201,TT-201HO,50.0031,temperature,°C,pre_failure,1
2025-01-01T00:42:30,E-201,TT-201CI,21.902,temperature,°C,pre_failure,1
2025-01-01T00:42:30,E-201,TT-201CO,37.8466,temperature,°C,pre_failure,1
2025-01-01T00:42:30,E-201,PT-201E,26.7019,pressure,barg,pre_failure,1
2025-01-01T00:42:30,E-201,PDT-201,0.934,pressure,bar,pre_failure,1
2025-01-01T00:43:00,E-201,TT-201HI,77.3078,temperature,°C,pre_failure,1
2025-01-01T00:43:00,E-201,TT-201HO,48.452,temperature,°C,pre_failure,1
2025-01-01T00:43:00,E-201,TT-201CI,21.2215,temperature,°C,pre_failure,1
2025-01-01T00:43:00,E-201,TT-201CO,35.8824,temperature,°C,pre_failure,1
2025-01-01T00:43:00,E-201,PT-201E,25.0946,pressure,barg,pre_failure,1
2025-01-01T00:43:00,E-201,PDT-201,1.0195,pressure,bar,pre_failure,1
